web-scraper-order,web-scraper-start-url,Disease,Disease-href,Symptoms
1576022135-3974,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Vaginal atrophy,https://www.mayoclinic.org/diseases-conditions/vaginal-atrophy/symptoms-causes/syc-20352288,Frequent urination
1576022336-4521,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Chagas disease,https://www.mayoclinic.org/diseases-conditions/chagas-disease/symptoms-causes/syc-20356212,Fatigue
1576022386-4671,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Hay fever,https://www.mayoclinic.org/diseases-conditions/hay-fever/symptoms-causes/syc-20373039,Sneezing
1576022307-4426,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Aplastic anemia,https://www.mayoclinic.org/diseases-conditions/aplastic-anemia/symptoms-causes/syc-20355015,Rapid or irregular heart rate
1576022150-4016,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Atelectasis,https://www.mayoclinic.org/diseases-conditions/atelectasis/symptoms-causes/syc-20369684,Cough
1576022528-5028,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Separated shoulder,https://www.mayoclinic.org/diseases-conditions/separated-shoulder/symptoms-causes/syc-20354049,A bump and swelling at the top of your shoulder
1576022172-4066,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Atrial septal defect,https://www.mayoclinic.org/diseases-conditions/atrial-septal-defect/symptoms-causes/syc-20369715,"Heart murmur, a whooshing sound that can be heard through a stethoscope"
1576022133-3964,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Reactive attachment disorder,https://www.mayoclinic.org/diseases-conditions/reactive-attachment-disorder/symptoms-causes/syc-20352939,Watching others closely but not engaging in social interaction
1576022489-4935,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Guillain-Barré syndrome,https://www.mayoclinic.org/diseases-conditions/guillain-barre-syndrome/symptoms-causes/syc-20362793,Low or high blood pressure
1576022511-4989,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Acne,https://www.mayoclinic.org/diseases-conditions/acne/symptoms-causes/syc-20368047,"Painful, pus-filled lumps beneath the surface of the skin (cystic lesions)"
1576022269-4338,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Castleman disease,https://www.mayoclinic.org/diseases-conditions/castleman-disease/symptoms-causes/syc-20370735,Fever
1576022388-4689,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Churg-Strauss syndrome,https://www.mayoclinic.org/diseases-conditions/churg-strauss-syndrome/symptoms-causes/syc-20353760,Blood in your urine or stools
1576022269-4342,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Castleman disease,https://www.mayoclinic.org/diseases-conditions/castleman-disease/symptoms-causes/syc-20370735,Nausea
1576022454-4807,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Adult attention-deficit/hyperactivity disorder (ADHD),https://www.mayoclinic.org/diseases-conditions/adult-adhd/symptoms-causes/syc-20350878,Poor time management skills
1576022531-5034,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Absence seizure,https://www.mayoclinic.org/diseases-conditions/petit-mal-seizure/symptoms-causes/syc-20359683,Small movements of both hands
1576022367-4624,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Peanut allergy,https://www.mayoclinic.org/diseases-conditions/peanut-allergy/symptoms-causes/syc-20376175,Shortness of breath or wheezing
1576022517-5004,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Gastroesophageal reflux disease (GERD),https://www.mayoclinic.org/diseases-conditions/gerd/symptoms-causes/syc-20361940,"A burning sensation in your chest (heartburn), usually after eating, which might be worse at night"
1576022465-4841,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Nicotine dependence,https://www.mayoclinic.org/diseases-conditions/nicotine-dependence/symptoms-causes/syc-20351584,"You keep smoking despite health problems. Even though you've developed health problems with your lungs or your heart, you haven't been able to stop."
1576022234-4223,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Anxiety disorders,https://www.mayoclinic.org/diseases-conditions/anxiety/symptoms-causes/syc-20350961,Sweating
1576022238-4244,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Generalized anxiety disorder,https://www.mayoclinic.org/diseases-conditions/generalized-anxiety-disorder/symptoms-causes/syc-20360803,"Perceiving situations and events as threatening, even when they aren't"
1576022454-4808,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Adult attention-deficit/hyperactivity disorder (ADHD),https://www.mayoclinic.org/diseases-conditions/adult-adhd/symptoms-causes/syc-20350878,Problems focusing on a task
1576022324-4485,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Amyloidosis,https://www.mayoclinic.org/diseases-conditions/amyloidosis/symptoms-causes/syc-20353178,Difficulty swallowing
1576022398-4718,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Alcohol intolerance,https://www.mayoclinic.org/diseases-conditions/alcohol-intolerance/symptoms-causes/syc-20369211,Runny or stuffy nose
1576022303-4411,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Iron deficiency anemia,https://www.mayoclinic.org/diseases-conditions/iron-deficiency-anemia/symptoms-causes/syc-20355034,"Headache, dizziness or lightheadedness"
1576022160-4037,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Occupational asthma,https://www.mayoclinic.org/diseases-conditions/occupational-asthma/symptoms-causes/syc-20375772,Shortness of breath
1576022299-4400,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Vitamin deficiency anemia,https://www.mayoclinic.org/diseases-conditions/vitamin-deficiency-anemia/symptoms-causes/syc-20355025,Mental confusion or forgetfulness
1576022520-5012,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Achilles tendon rupture,https://www.mayoclinic.org/diseases-conditions/achilles-tendon-rupture/symptoms-causes/syc-20353234,An inability to stand on the toes on the injured leg
1576022181-4082,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Reactive arthritis,https://www.mayoclinic.org/diseases-conditions/reactive-arthritis/symptoms-causes/syc-20354838,"Swollen toes or fingers. In some cases, your toes or fingers might become so swollen that they resemble sausages."
1576022305-4419,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Thalassemia,https://www.mayoclinic.org/diseases-conditions/thalassemia/symptoms-causes/syc-20354995,Pale or yellowish skin
1576022311-4456,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Ehrlichiosis,https://www.mayoclinic.org/diseases-conditions/ehrlichiosis/symptoms-causes/syc-20372142,Cough
1576022526-5020,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Acanthosis nigricans,https://www.mayoclinic.org/diseases-conditions/acanthosis-nigricans/symptoms-causes/syc-20368983,Insulin resistance. Most people who have acanthosis nigricans have also become resistant to insulin. Insulin is a hormone secreted by the pancreas that allows your body to process sugar. Insulin resistance is what eventually causes type 2 diabetes.
1576022140-3989,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Atrioventricular canal defect,https://www.mayoclinic.org/diseases-conditions/atrioventricular-canal-defect/symptoms-causes/syc-20361492,Poor weight gain
1576022254-4294,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Anorexia nervosa,https://www.mayoclinic.org/diseases-conditions/anorexia-nervosa/symptoms-causes/syc-20353591,Dizziness or fainting
1576022261-4320,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Sprained ankle,https://www.mayoclinic.org/diseases-conditions/sprained-ankle/symptoms-causes/syc-20353225,Instability in the ankle
1576022263-4324,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Broken ankle,https://www.mayoclinic.org/diseases-conditions/broken-ankle/symptoms-causes/syc-20450025,Swelling
1576022338-4533,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Amenorrhea,https://www.mayoclinic.org/diseases-conditions/amenorrhea/symptoms-causes/syc-20369299,Vision changes
1576022507-4973,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],HIV/AIDS,https://www.mayoclinic.org/diseases-conditions/hiv-aids/symptoms-causes/syc-20373524,Fever
1576022454-4816,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Adult attention-deficit/hyperactivity disorder (ADHD),https://www.mayoclinic.org/diseases-conditions/adult-adhd/symptoms-causes/syc-20350878,Trouble coping with stress
1576022526-5022,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Acanthosis nigricans,https://www.mayoclinic.org/diseases-conditions/acanthosis-nigricans/symptoms-causes/syc-20368983,"Certain drugs and supplements. High-dose niacin, birth control pills, prednisone and other corticosteroids may cause acanthosis nigricans."
1576022154-4025,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Atrial tachycardia,https://www.mayoclinic.org/diseases-conditions/atrial-tachycardia/cdc-20355258,"Holter monitor, which is a portable ECG device designed to record your heart's activity as you go about your routine"
1576022178-4076,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Rheumatoid arthritis,https://www.mayoclinic.org/diseases-conditions/rheumatoid-arthritis/symptoms-causes/syc-20353648,Joint stiffness that is usually worse in the mornings and after inactivity
1576022283-4368,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Angelman syndrome,https://www.mayoclinic.org/diseases-conditions/angelman-syndrome/symptoms-causes/syc-20355621,"Happy, excitable personality"
1576022170-4060,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Aspergillosis,https://www.mayoclinic.org/diseases-conditions/aspergillosis/symptoms-causes/syc-20369619,Worsening asthma
1576022411-4733,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Agoraphobia,https://www.mayoclinic.org/diseases-conditions/agoraphobia/symptoms-causes/syc-20355987,"Using public transportation, such as a bus, plane or train"
1576022479-4893,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Acute myelogenous leukemia,https://www.mayoclinic.org/diseases-conditions/acute-myelogenous-leukemia/symptoms-causes/syc-20369109,Fever
1576022250-4282,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Anterior prolapse (cystocele),https://www.mayoclinic.org/diseases-conditions/cystocele/symptoms-causes/syc-20369452,Repeated bladder infections
1576022425-4748,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],"Macular degeneration, dry",https://www.mayoclinic.org/diseases-conditions/dry-macular-degeneration/symptoms-causes/syc-20350375,Reduced central vision in one or both eyes
1576022135-3969,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Vaginal atrophy,https://www.mayoclinic.org/diseases-conditions/vaginal-atrophy/symptoms-causes/syc-20352288,Vaginal burning
1576022140-3993,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Atrioventricular canal defect,https://www.mayoclinic.org/diseases-conditions/atrioventricular-canal-defect/symptoms-causes/syc-20361492,Irregular or rapid heartbeat
1576022489-4932,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Guillain-Barré syndrome,https://www.mayoclinic.org/diseases-conditions/guillain-barre-syndrome/symptoms-causes/syc-20362793,Severe pain that may feel achy or cramplike and may be worse at night
1576022361-4596,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Shellfish allergy,https://www.mayoclinic.org/diseases-conditions/shellfish-allergy/symptoms-causes/syc-20377503,"Abdominal pain, diarrhea, nausea or vomiting"
1576022152-4019,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Ataxia,https://www.mayoclinic.org/diseases-conditions/ataxia/symptoms-causes/syc-20355652,"Difficulty with fine motor tasks, such as eating, writing or buttoning a shirt"
1576022450-4795,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Adjustment disorders,https://www.mayoclinic.org/diseases-conditions/adjustment-disorders/symptoms-causes/syc-20355224,Lack of appetite
1576022363-4606,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Pet allergy,https://www.mayoclinic.org/diseases-conditions/pet-allergy/symptoms-causes/syc-20352192,Frequent awakening
1576022485-4922,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Acute kidney failure,https://www.mayoclinic.org/diseases-conditions/kidney-failure/symptoms-causes/syc-20369048,Confusion
1576022537-5043,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Abdominal aortic aneurysm,https://www.mayoclinic.org/diseases-conditions/abdominal-aortic-aneurysm/symptoms-causes/syc-20350688,"Deep, constant pain in your abdomen or on the side of your abdomen"
1576022135-3979,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Vaginal atrophy,https://www.mayoclinic.org/diseases-conditions/vaginal-atrophy/symptoms-causes/syc-20352288,Decreased vaginal lubrication during sexual activity
1576022352-4573,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Alpha-gal syndrome,https://www.mayoclinic.org/diseases-conditions/alpha-gal-syndrome/symptoms-causes/syc-20428608,"Anaphylaxis, a severe, potentially deadly allergic reaction that restricts breathing"
1576022195-4112,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Arthritis,https://www.mayoclinic.org/diseases-conditions/arthritis/symptoms-causes/syc-20350772,Pain
1576022238-4242,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Generalized anxiety disorder,https://www.mayoclinic.org/diseases-conditions/generalized-anxiety-disorder/symptoms-causes/syc-20360803,Persistent worrying or anxiety about a number of areas that are out of proportion to the impact of the events
1576022334-4518,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Amnesia,https://www.mayoclinic.org/diseases-conditions/amnesia/symptoms-causes/syc-20353360,Difficulty remembering past events and previously familiar information (retrograde amnesia)
1576022328-4502,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Amniotic fluid embolism,https://www.mayoclinic.org/diseases-conditions/amniotic-fluid-embolism/symptoms-causes/syc-20369324,Rapid heart rate or disturbances in the rhythm of the heart rate
1576022369-4629,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Nickel allergy,https://www.mayoclinic.org/diseases-conditions/nickel-allergy/symptoms-causes/syc-20351529,Blisters and draining fluid in severe cases
1576022533-5035,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Bartholin's cyst,https://www.mayoclinic.org/diseases-conditions/bartholin-cyst/symptoms-causes/syc-20369976,"A tender, painful lump near the vaginal opening"
1576022535-5041,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Hyperhidrosis,https://www.mayoclinic.org/diseases-conditions/hyperhidrosis/symptoms-causes/syc-20367152,You suddenly begin to sweat more than usual
1576022522-5017,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Achilles tendinitis,https://www.mayoclinic.org/diseases-conditions/achilles-tendinitis/symptoms-causes/syc-20369020,"Training choices. Running in worn-out shoes can increase your risk of Achilles tendinitis. Tendon pain occurs more frequently in cold weather than in warm weather, and running on hilly terrain also can predispose you to Achilles injury."
1576022174-4068,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Ascariasis,https://www.mayoclinic.org/diseases-conditions/ascariasis/symptoms-causes/syc-20369593,Shortness of breath
1576022493-4943,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Acute coronary syndrome,https://www.mayoclinic.org/diseases-conditions/acute-coronary-syndrome/symptoms-causes/syc-20352136,"Chest pain (angina) or discomfort, often described as aching, pressure, tightness or burning"
1576022185-4090,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Juvenile idiopathic arthritis,https://www.mayoclinic.org/diseases-conditions/juvenile-idiopathic-arthritis/symptoms-causes/syc-20374082,"Stiffness. You might notice that your child appears clumsier than usual, particularly in the morning or after naps."
1576022396-4713,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Alcohol poisoning,https://www.mayoclinic.org/diseases-conditions/alcohol-poisoning/symptoms-causes/syc-20354386,Low body temperature (hypothermia)
1576022442-4768,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Pheochromocytoma,https://www.mayoclinic.org/diseases-conditions/pheochromocytoma/symptoms-causes/syc-20355367,Rapid heartbeat (tachycardia)
1576022448-4789,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Adnexal tumors,https://www.mayoclinic.org/diseases-conditions/adnexal-tumors/symptoms-causes/syc-20355053,Fallopian tubes
1576022535-5040,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Hyperhidrosis,https://www.mayoclinic.org/diseases-conditions/hyperhidrosis/symptoms-causes/syc-20367152,Sweating causes emotional distress or social withdrawal
1576022477-4891,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Radiation sickness,https://www.mayoclinic.org/diseases-conditions/radiation-sickness/symptoms-causes/syc-20377058,Infections
1576022144-4000,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Atrial fibrillation,https://www.mayoclinic.org/diseases-conditions/atrial-fibrillation/symptoms-causes/syc-20350624,Dizziness
1576022324-4481,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Amyloidosis,https://www.mayoclinic.org/diseases-conditions/amyloidosis/symptoms-causes/syc-20353178,"Unintentional, significant weight loss"
1576022242-4265,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Antiphospholipid syndrome,https://www.mayoclinic.org/diseases-conditions/antiphospholipid-syndrome/symptoms-causes/syc-20355831,Repeated miscarriages or stillbirths. Other complications of pregnancy include dangerously high blood pressure (preeclampsia) and premature delivery.
1576022322-4472,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Anal cancer,https://www.mayoclinic.org/diseases-conditions/anal-cancer/symptoms-causes/syc-20354140,Bleeding from the anus or rectum
1576022533-5038,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Bartholin's cyst,https://www.mayoclinic.org/diseases-conditions/bartholin-cyst/symptoms-causes/syc-20369976,Fever
1576022125-3936,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Autoimmune hepatitis,https://www.mayoclinic.org/diseases-conditions/autoimmune-hepatitis/symptoms-causes/syc-20352153,An enlarged liver
1576022197-4120,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Takayasu's arteritis,https://www.mayoclinic.org/diseases-conditions/takayasus-arteritis/symptoms-causes/syc-20351335,"Mild fever, sometimes accompanied by night sweats"
1576022261-4315,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Sprained ankle,https://www.mayoclinic.org/diseases-conditions/sprained-ankle/symptoms-causes/syc-20353225,"Pain, especially when you bear weight on the affected foot"
1576022242-4264,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Antiphospholipid syndrome,https://www.mayoclinic.org/diseases-conditions/antiphospholipid-syndrome/symptoms-causes/syc-20355831,"Blood clots in your legs (DVT). Signs of a DVT include pain, swelling and redness. These clots can travel to your lungs (pulmonary embolism)."
1576022314-4461,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Anaphylaxis,https://www.mayoclinic.org/diseases-conditions/anaphylaxis/symptoms-causes/syc-20351468,"Nausea, vomiting or diarrhea"
1576022181-4081,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Reactive arthritis,https://www.mayoclinic.org/diseases-conditions/reactive-arthritis/symptoms-causes/syc-20354838,"Inflammation of soft tissue where it enters bone (enthesitis). This might include muscles, tendons and ligaments."
1576022379-4651,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Egg allergy,https://www.mayoclinic.org/diseases-conditions/egg-allergy/symptoms-causes/syc-20372115,Skin inflammation or hives — the most common egg allergy reaction
1576022207-4144,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Heart arrhythmias,https://www.mayoclinic.org/diseases-conditions/heart-arrhythmia/symptoms-causes/syc-20350668,Tachycardia (tak-ih-KAHR-dee-uh). This refers to a fast heartbeat — a resting heart rate greater than 100 beats a minute.
1576022379-4652,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Egg allergy,https://www.mayoclinic.org/diseases-conditions/egg-allergy/symptoms-causes/syc-20372115,"Nasal congestion, runny nose and sneezing (allergic rhinitis)"
1576022396-4707,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Alcohol poisoning,https://www.mayoclinic.org/diseases-conditions/alcohol-poisoning/symptoms-causes/syc-20354386,Confusion
1576022246-4273,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Pseudomembranous colitis,https://www.mayoclinic.org/diseases-conditions/pseudomembranous-colitis/symptoms-causes/syc-20351434,Fever
1576022332-4514,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Dissociative disorders,https://www.mayoclinic.org/diseases-conditions/dissociative-disorders/symptoms-causes/syc-20355215,"Significant stress or problems in your relationships, work or other important areas of your life"
1576022234-4225,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Anxiety disorders,https://www.mayoclinic.org/diseases-conditions/anxiety/symptoms-causes/syc-20350961,Feeling weak or tired
1576022485-4918,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Acute kidney failure,https://www.mayoclinic.org/diseases-conditions/kidney-failure/symptoms-causes/syc-20369048,"Decreased urine output, although occasionally urine output remains normal"
1576022328-4500,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Amniotic fluid embolism,https://www.mayoclinic.org/diseases-conditions/amniotic-fluid-embolism/symptoms-causes/syc-20369324,"Altered mental status, such as anxiety or a sense of doom"
1576022254-4289,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Anorexia nervosa,https://www.mayoclinic.org/diseases-conditions/anorexia-nervosa/symptoms-causes/syc-20353591,Extreme weight loss or not making expected developmental weight gains
1576022365-4613,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Penicillin allergy,https://www.mayoclinic.org/diseases-conditions/penicillin-allergy/symptoms-causes/syc-20376222,Swelling
1576022531-5029,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Absence seizure,https://www.mayoclinic.org/diseases-conditions/petit-mal-seizure/symptoms-causes/syc-20359683,Sudden stop in motion without falling
1576022481-4902,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Acute lymphocytic leukemia,https://www.mayoclinic.org/diseases-conditions/acute-lymphocytic-leukemia/symptoms-causes/syc-20369077,Bone pain
1576022363-4598,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Pet allergy,https://www.mayoclinic.org/diseases-conditions/pet-allergy/symptoms-causes/syc-20352192,Sneezing
1576022181-4083,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Reactive arthritis,https://www.mayoclinic.org/diseases-conditions/reactive-arthritis/symptoms-causes/syc-20354838,"Skin problems. Reactive arthritis can affect your skin a variety of ways, including a rash on your soles and palms and mouth sores."
1576022209-4150,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Broken arm,https://www.mayoclinic.org/diseases-conditions/broken-arm/symptoms-causes/syc-20353260,Inability to turn your arm from palm up to palm down or vice versa
1576022388-4679,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Churg-Strauss syndrome,https://www.mayoclinic.org/diseases-conditions/churg-strauss-syndrome/symptoms-causes/syc-20353760,Loss of appetite and weight loss
1576022463-4831,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Addison's disease,https://www.mayoclinic.org/diseases-conditions/addisons-disease/symptoms-causes/syc-20350293,Salt craving
1576022452-4803,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Frozen shoulder,https://www.mayoclinic.org/diseases-conditions/frozen-shoulder/symptoms-causes/syc-20372684,"Frozen stage. Pain may begin to diminish during this stage. However, your shoulder becomes stiffer, and using it becomes more difficult."
1576022116-3908,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Bird flu (avian influenza),https://www.mayoclinic.org/diseases-conditions/bird-flu/symptoms-causes/syc-20368455,Cough
1576022116-3910,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Bird flu (avian influenza),https://www.mayoclinic.org/diseases-conditions/bird-flu/symptoms-causes/syc-20368455,Sore throat
1576022191-4106,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Osteoarthritis,https://www.mayoclinic.org/diseases-conditions/osteoarthritis/symptoms-causes/syc-20351925,"Bone spurs. These extra bits of bone, which feel like hard lumps, can form around the affected joint."
1576022392-4697,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Fetal alcohol syndrome,https://www.mayoclinic.org/diseases-conditions/fetal-alcohol-syndrome/symptoms-causes/syc-20352901,"Deformities of joints, limbs and fingers"
1576022221-4175,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Aphasia,https://www.mayoclinic.org/diseases-conditions/aphasia/symptoms-causes/syc-20369518,Substitute one word for another or one sound for another
1576022226-4187,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Aortic valve regurgitation,https://www.mayoclinic.org/diseases-conditions/aortic-valve-regurgitation/symptoms-causes/syc-20353129,"Fatigue and weakness, especially when you increase your activity level"
1576022228-4199,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Aortic valve disease,https://www.mayoclinic.org/diseases-conditions/aortic-valve-disease/symptoms-causes/syc-20355117,Chest pain or tightness
1576022469-4853,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Drug addiction (substance use disorder),https://www.mayoclinic.org/diseases-conditions/drug-addiction/symptoms-causes/syc-20365112,Feeling that you have to use the drug regularly — daily or even several times a day
1576022320-4468,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Anal fissure,https://www.mayoclinic.org/diseases-conditions/anal-fissure/symptoms-causes/syc-20351424,Pain after bowel movements that can last up to several hours
1576022369-4626,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Nickel allergy,https://www.mayoclinic.org/diseases-conditions/nickel-allergy/symptoms-causes/syc-20351529,"Itching, which may be severe"
1576022135-3973,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Vaginal atrophy,https://www.mayoclinic.org/diseases-conditions/vaginal-atrophy/symptoms-causes/syc-20352288,Urgency with urination
1576022336-4523,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Chagas disease,https://www.mayoclinic.org/diseases-conditions/chagas-disease/symptoms-causes/syc-20356212,Body aches
1576022246-4276,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Pseudomembranous colitis,https://www.mayoclinic.org/diseases-conditions/pseudomembranous-colitis/symptoms-causes/syc-20351434,Dehydration
1576022123-3932,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Autoimmune pancreatitis,https://www.mayoclinic.org/diseases-conditions/autoimmune-pancreatitis/symptoms-causes/syc-20369800,Weight loss for no known reason
1576022463-4828,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Addison's disease,https://www.mayoclinic.org/diseases-conditions/addisons-disease/symptoms-causes/syc-20350293,Weight loss and decreased appetite
1576022352-4570,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Alpha-gal syndrome,https://www.mayoclinic.org/diseases-conditions/alpha-gal-syndrome/symptoms-causes/syc-20428608,"Abdominal pain, diarrhea, nausea or vomiting"
1576022148-4011,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Athlete's foot,https://www.mayoclinic.org/diseases-conditions/athletes-foot/symptoms-causes/syc-20353841,"Share mats, rugs, bed linens, clothes or shoes with someone who has a fungal infection"
1576022116-3909,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Bird flu (avian influenza),https://www.mayoclinic.org/diseases-conditions/bird-flu/symptoms-causes/syc-20368455,Fever
