,_id,Doctor_Name,Location,Doctor_Specialization,Hospital_Name
443,5e5d772fb0e65991f861a560,Dr. Amit Shah,Mulund West,General Physician,Aditi Hospital
444,5e5d772fb0e65991f861a561,Dr. Himanshu Mehta,Juhu,Ophthalmologist/ Eye Surgeon,The Vission Eye Center
445,5e5d772fb0e65991f861a562,Ms. Rajvi Sheth,Andheri West,Psychologist,Harleys Cosmetic & Women Clinic
446,5e5d772fb0e65991f861a563,Dr. Kiran Shandilya,Kandivali West,Psychiatrist,Dr's Mind Centre
447,5e5d772fb0e65991f861a564,Dr. Shah Suresh Fulchand,Parel,Pediatrician,Global Hospitals
448,5e5d772fb0e65991f861a565,Dr. Manish Singh   (Physiotherapist),Colaba,Sports and Musculoskeletal Physiotherapist,HEAL Institute
449,5e5d772fb0e65991f861a566,Dr. Ashwini Renganathan   (Physiotherapist),Andheri West,Physiotherapist,Exercise Clinic
450,5e5d772fb0e65991f861a567,Dr. Marionette B Pereira,Malad West,Pediatrician,The Childrens Hospital Mumbai
451,5e5d772fb0e65991f861a568,Dr. Shefali Parikh,Andheri East,Ophthalmologist/ Eye Surgeon,Shreeji Eye Clinic
452,5e5d772fb0e65991f861a569,Dr. Sushrut Save,Dadar,,La'mer Clinic
453,5e5d772fb0e65991f861a56a,Dr. Reshma Phulwar,Chembur East,Dentist,32 Pearls Dental Clinic
454,5e5d772fb0e65991f861a56b,Dr. Ketki Trivedi,Vileparle,Ayurveda,Ayushakti Ayurved  Health Centre
455,5e5d772fb0e65991f861a56c,Dr. Shruti Chavan,Marine Lines,Dermatologist,Dr.Sheth's Skin & Hair Clinic
456,5e5d772fb0e65991f861a56d,Dr. Hemant Brahme,Mahim,Gynecologist,S L Raheja Fortis Hospital
457,5e5d772fb0e65991f861a56e,Dr. Biswajeet Naidu,Chembur,Orthopedist,Suchi Roy Clinic
458,5e5d772fb0e65991f861a56f,Dr. Charmi D. Parekh,Ghatkopar East,Gynecologist,Dr. Deep Parekh's 'Mom & Me' Clinic
459,5e5d772fb0e65991f861a570,Dr. Nilesha Chitre,Goregaon West,Gynecologist,SRV Hospital
460,5e5d772fb0e65991f861a571,Dr. Girish Shetake,Sakinaka,Dentist,Magident Family Dental Care
461,5e5d772fb0e65991f861a572,Dr. Jatin Choksi,Tardeo,Laparoscopic Surgeon,Apollo Spectra Hospitals
462,5e5d772fb0e65991f861a573,Dr. Santosh Pandey,Santacruz West,Yoga and Naturopathy,Shenmen Healing Center
463,5e5d772fb0e65991f861a574,Dr. Ramakanta Panda,Bandra East,Cardiac Surgeon,Asian Heart Institute And Research Centre
464,5e5d772fb0e65991f861a575,Dr. Abhijit Joshi,Powai,General Surgeon,Dr L H Hiranandani Hospital
465,5e5d772fb0e65991f861a576,Dr. Kanika Agrawal,Kandivali East,Dermatologist,Reflectionz Clinic
466,5e5d772fb0e65991f861a577,Dr. G. Sundaram,Chembur East,Orthopedist,Sushrut Hospital and Research Center
467,5e5d772fb0e65991f861a578,Dr. Vijay D'Silva,Bandra East,General Physician,Asian Heart Institute And Research Centre
468,5e5d772fb0e65991f861a579,Dr. Siddharth S. Mishra   (Physiotherapist),Andheri West,Physiotherapist,Anjum's Diet & Wellness
469,5e5d772fb0e65991f861a57a,Dr. Vimal J.Pahuja,Powai,General Physician,Dr L H Hiranandani Hospital
470,5e5d772fb0e65991f861a57b,Dr. Mallika Tewari,Mira Road,Surgical Oncologist,Wockhardt Hospitals
471,5e5d772fb0e65991f861a57c,Dr. Vikas Jain,Ghatkopar,Spine Surgeon,Parakh Hospital
472,5e5d772fb0e65991f861a57d,Ms. Himani Mittal,Andheri West,Dietitian/Nutritionist,Harleys Cosmetic & Women Clinic
473,5e5d772fb0e65991f861a57e,Dr. Yuvaraja S Shetty,Mulund West,Paediatric Intensivist,Dr. Yuvaraja S Shetty Child Health Center and Polyclinic
474,5e5d772fb0e65991f861a57f,Dr. Sanjay Mehta,Ghatkopar East,Gynecologist,"Parakh Hospital - Gynecology, Obstetrics & IVF"
475,5e5d772fb0e65991f861a580,Dr. Dhananjay Padwal   (Physiotherapist),Khar West,Physiotherapist,HEAL Institute
476,5e5d772fb0e65991f861a581,Dr. Darshana Gadgil,Andheri East,Ophthalmologist/ Eye Surgeon,Sai Netra Advanced Eye Care
477,5e5d772fb0e65991f861a582,Dr. Jagdip Shah,Ghatkopar West,Gynecologist,Pooja Maternity Nursing Home & Ent Center
478,5e5d772fb0e65991f861a583,Dr. Shailendra Patil,Mulund West,Orthopedist,Aditi Hospital
479,5e5d772fb0e65991f861a584,Dr. Bella Jagtap Palnitkar,Vileparle West,Gynecologist,Irla Nursing Home & Polyclinic
480,5e5d772fb0e65991f861a585,Dr. Ajay Doiphode,Andheri West,ENT/ Otorhinolaryngologist,Dr Ajay Doiphode's Prime ENT Clinic
481,5e5d772fb0e65991f861a586,Dr. Sharda Arvind,Khar West,Gynecologist,Womens Hospital
482,5e5d772fb0e65991f861a587,Dr. Mary Grace Dakey,Andheri East,Dental Surgeon,Care 32 Family Dental Care Centre
483,5e5d772fb0e65991f861a588,Dr. Dhara Shah   (Physiotherapist),Borivali West,Physiotherapist,Total Health Care
484,5e5d772fb0e65991f861a589,Dr. Fauzia Khimani Naaz,Mumbai Central,Dentist,Dental Expertz Clinic
485,5e5d772fb0e65991f861a58a,Dr. Anjali Mhatre,Malad West,Gynecologist,Vivanta Hospital
486,5e5d772fb0e65991f861a58b,Dr. Farida Modi,Opera House,Cosmetologist,Derma Care
487,5e5d772fb0e65991f861a58c,Dr. Ajay Thaker,Mulund West,Dentist,Dr. Ajay Thaker's Smiles Royale Dental Clinic
488,5e5d772fb0e65991f861a58d,Dr. Deepam J. Shah,Opera House,Dermatologist,Viva Cosmetic Clinic
489,5e5d772fb0e65991f861a58e,Dr. Vibha Murarka,Girgaon,Dermatologist,Believe - Health And Skin Clinic
490,5e5d772fb0e65991f861a58f,Dr. Jayashree Gupte,Kandivali East,Dentist,Dr. Gupte's Clinic
491,5e5d772fb0e65991f861a590,Dr. Gayatri Rao,Khar West,Obstetrician,Womens Hospital
492,5e5d772fb0e65991f861a591,Dr. Raghvendra Ramdasi,Malad West,Neurosurgeon,Vivanta Hospital
493,5e5d772fb0e65991f861a592,Dr. Anjali Shere,Andheri,Dermatologist,Hair Science
494,5e5d772fb0e65991f861a593,Dr. Amrita Utekar,Chembur,Homoeopath,Lifeforce Homeopathy Clinic
495,5e5d772fb0e65991f861a594,Dr. B.R. Ramesh Rao,Andheri East,Nephrologist/Renal Specialist,Sanjeevani Kidney Care
496,5e5d772fb0e65991f861a595,Dr. Sandhya Biyani,Bandra West,Dental Surgeon,Divine Smiles Dental Care
497,5e5d772fb0e65991f861a596,Dr. Milind More,Chembur,Laparoscopic Surgeon,Surana Sethia Hospital and Research Center
498,5e5d772fb0e65991f861a597,Dr. Dipak D Goradia,Grant Road,Ayurveda,Goradia Ayurvedic Clinic.
499,5e5d772fb0e65991f861a598,Dr. Shyam Mithiya,Andheri East,Sexologist,Psychiatry and Sex Clinic
